Image,CD11c (Opal 520): Mean
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.5886
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3591
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.4091
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5347
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6815
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6102
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6122
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0091
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4736
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1142
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.77
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4496
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0391
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4229
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.9259
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.989
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9007
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0246
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4239
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.3263
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5762
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.643
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7483
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2445
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5486
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.9371
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.0118
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.7278
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.999
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.542
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.5923
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3431
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8174
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4725
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5447
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7722
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4019
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4348
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8088
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0015
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0497
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1712
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.7043
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9386
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5577
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.005
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9604
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2004
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.8215
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1586
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8976
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7669
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3463
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6764
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.5989
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.4947
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.3623
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2206
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4096
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5434
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7941
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6434
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0669
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5808
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2908
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.0806
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5933
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9739
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.5641
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.7797
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1158
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.3708
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0572
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5309
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.1176
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0571
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",13.11
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",13.1906
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7024
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2631
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8572
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3916
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4575
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6521
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2997
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9417
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1499
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4492
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1505
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2287
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",12.0848
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5044
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4179
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2341
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.3227
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.214
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1497
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7793
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8836
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5609
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7419
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.6835
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7631
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5369
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7805
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8704
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7976
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1355
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6668
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4804
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2519
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9514
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7045
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.6139
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4038
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.188
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.506
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5506
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9193
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6418
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7975
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8844
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8688
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.7657
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.0346
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.2174
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.242
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5206
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8383
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9927
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.3147
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.2292
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.1812
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8175
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5446
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7217
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4075
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.3279
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4775
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7035
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9644
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0815
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0372
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5583
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0173
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0187
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0842
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3151
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4788
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6353
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2945
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2366
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.8873
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8923
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2946
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6223
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1465
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4557
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2527
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8575
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.9137
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2014
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3695
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4004
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2674
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4673
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.6066
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7295
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5375
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8653
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7388
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.757
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4492
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3221
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8844
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3246
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5471
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7862
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5202
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1351
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5273
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.071
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.5529
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9665
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.6136
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8939
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5323
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.3425
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4193
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9661
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4614
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9469
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.665
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2803
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1461
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6454
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.596
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5345
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.834
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.2149
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2739
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4911
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8835
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9358
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5347
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4774
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.177
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.0117
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8394
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6633
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5244
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5128
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3975
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4439
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0829
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4501
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6678
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.247
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5774
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5627
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8437
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2537
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1688
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1929
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3891
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9441
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.468
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1926
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6477
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4151
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5131
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3794
