Image,CD11c (Opal 520): Mean
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0722
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3427
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6882
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3463
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9479
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.454
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.591
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0719
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4667
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9022
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.5461
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8231
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4202
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1214
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7693
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9903
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2021
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4157
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7849
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2464
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7236
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9509
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4595
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6741
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4518
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5685
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5636
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6964
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4002
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2018
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.307
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9681
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4388
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5271
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6196
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9991
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2534
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9435
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7599
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7614
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8877
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9411
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5789
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5041
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1902
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1506
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2462
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1158
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2307
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4887
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6662
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5468
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6054
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8991
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3908
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4651
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8864
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8507
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.486
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6346
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8768
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.036
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5882
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4407
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9986
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8105
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1072
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0588
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.393
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4015
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.3134
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.752
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.1005
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9982
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4373
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8664
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6942
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.968
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6773
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1153
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1708
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9016
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.6465
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.676
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7282
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0491
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7526
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5302
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0859
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2092
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9191
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2994
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3367
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2581
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.706
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9521
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9997
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.5785
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.027
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9001
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8127
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7391
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9457
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5662
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6697
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4942
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9369
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3503
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1004
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0638
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3321
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0158
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.5267
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.509
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3636
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7194
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1398
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0437
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0467
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1766
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5103
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2331
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0011
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5961
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.232
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7972
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4746
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9604
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9188
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6639
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6865
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.752
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8301
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2166
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9955
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.5213
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7959
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.2755
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6528
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9796
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4802
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2721
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1868
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2254
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5681
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1528
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7595
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7754
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7999
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7546
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4946
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5615
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7653
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7891
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5656
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5823
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8861
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7094
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0208
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5703
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5154
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5733
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.567
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4178
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6431
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0211
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4555
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4705
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5303
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1481
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0955
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.31
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2466
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3245
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8035
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3534
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1434
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2134
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7157
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5989
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6778
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2995
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.8439
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1112
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8761
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1668
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2114
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1044
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8025
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.5871
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.7203
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4189
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5299
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.3517
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9771
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2791
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7806
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4744
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9455
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",12.3885
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5556
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4096
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.1236
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.8837
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0402
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7297
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0243
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6925
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5997
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",14.5864
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3701
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3946
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9123
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4006
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7965
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.4791
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.7583
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",14.2572
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2517
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.844
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3331
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2107
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4079
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5641
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0407
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.1612
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.647
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.8319
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5376
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1759
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5249
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2985
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4451
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2587
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.423
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2659
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.5785
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2964
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.4837
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.276
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.3818
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.649
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7484
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.9774
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",12.3172
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4106
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4065
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2851
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5988
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8517
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0087
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",13.3681
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4826
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6234
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2711
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0252
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.3753
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9478
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9767
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0914
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7293
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9671
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.8306
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3927
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.389
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4251
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7587
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.3628
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4672
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3703
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3493
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3158
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.3329
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5729
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.643
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2887
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.4088
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4508
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.4859
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8115
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5579
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1386
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.015
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0085
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8408
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5042
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2808
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9047
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0682
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6322
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4198
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.844
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5264
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5579
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6602
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1774
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.82
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6624
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2819
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4753
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6325
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1044
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7761
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2193
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.901
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",15.41
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2406
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5011
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.3924
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0523
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1965
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4016
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6928
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9336
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.2211
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1366
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8218
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2511
